text,category
"Isu mengenai kehadiran mobil Wuling dengan kapasitas mesin 1.200 cc sebenarnya sudah santer dibicarakan sejak akhir 2017 lalu. Bahkan kemudian, Nilai Jual Kendaraan Bermotor (NJKB) ini sudah muncul di laman resmi Badan Pajak dan Retribusi Daerah Provinsi DKI Jakarta.\nSaat itu harga Wuling 1.200 cc dengan nama Wuling Confero S 1.2 (4x2) MT dibanderol Rp 78 juta. Sedangkan varian lainnya, yaitu Wuling Confero S 1.2C (4x2) MT Rp 88 juta. Tapi ingat, harga tersebut belum termasuk penambahan pajak dan biaya lainnya ya. Artinya harga On The Road bisa lebih mahal. \nEkspektasi awal semua orang, tentu saja harga Wuling 1.200 cc setidaknya bisa di bawah Rp 100 juta atau kisaran Rp 100 jutaan. Namun Wuling 1.200 cc bernama Formo harganya tembus Rp 135 juta. \nJika melihat banderol Wuling Formo tersebut, harganya mendekati varian LMVP Confero S yang disitu resmi Wuling dibanderol mulai Rp 141,8 juta OTR Jakarta untuk varian 1.5 MT Double Blower. \nMenanggapi hal tersebut, Brand Manager Wuling Motors Dian Asmahani pun angkat bicara. Menurutnya Formo dan Confero tidak bisa begitu saja dibandingkan karena dua mobil ini kelasnya beda. \n\""Sebenarnya kita nggak bisa bandingin langsung dengan Confero karena itu marketnya MPV. Sedangkan Formo blind van dan minibus pasarnya komersial (Light Commercial Vehicle,\"" jawab Dian diplomatis.\nBicara platform, Wuling Formo memang dikembangkan langsung dari basis Wuling Confero.\"" Jadi basisnya sama. Platformnya sama,\"" ujar Vice President Vehicle Sales Service and Marketing of Wuling Motors Cindi Cai.\nSementara untuk mesinnya sendiri dikembangkan khusus untuk pasar Indonesia, dengan kandungan Tingkat Komponen Dalam Negeri (TKDN) diklaim mencapai lebih dari 50 persen. \n\""Jadi ini dua produk yang berbeda. Kalau Confero kan segmennya MPV, buat family. Terus yang Formo ini lebih ke komersial. Jadi kita memberikan pilihan baru buat para pengusaha supaya mereka bisa punya mobil yang lebih nyaman,\"" pungkas Cindi.",iptek
"Sedari awal Badan Kepegawaian Negara (BKN) sudah mengingatkan, peserta seleksi calon pegawai negeri sipil (CPNS) dilarang membawa jimat saat mengikuti ujian. Namun, pada saat pelaksanaan ujian, masih saja ada peserta yang nekat membawanya.\nSeperti yang terjadi pada saat computer assisted test (CAT) di Kabupaten Madiun, Jawa Timur. Seorang peserta tes kedapatan membawa bungkusan kain putih yang diselipkan di baju hingga celana dalamnya. Petugas Satpol PP yang memeriksa peserta itu pun 'menyita' benda aneh yang diduga jimat tersebut. Bahkan benda semacam itu tidak hanya didapat dari seorang, tetapi belasan peserta tes.\n\""Itu biasanya memang keyakinan orang Jawa ada saja yang seperti itu,\"" kata Kabid Mutasi Pegawai BKD Kabupaten Madiun Sri Diana Kusumaningrum.\nBenda-benda itu, disebut Diana, biasanya disembunyikan para peserta di kerah kemeja, sepatu, saku, hingga celana dalam. Benda-benda yang dibawa itu berupa kain putih, kayu, dan kertas yang dilipat.\nTes di Kabupaten Madiun dilaksanakan sejak Sabtu (3/11) hingga Senin (5/11). Berdasarkan pengakuan peserta, Diana menyebut, jimat itu dibawa agar lulus tes.\n\""Oleh panitia, barang-barang sudah dibuang. Sebab, sejak awal panitia sudah mengingatkan kepada peserta agar menitipkan benda berharga kepada saudara atau dititipkan ke tempat penitipan yang sudah disediakan panitia,\"" ujarnya.\nKepala Biro Hubungan Masyarakat BKD Mohammad Ridwan sebelumnya pernah mengingatkan agar para peserta tidak membawa telepon seluler (ponsel) hingga jimat. Bahkan, apabila jimat itu mengganggu peserta lain, bisa dilaporkan ke polisi.\n\""Kalau jimat juga aromanya mengganggu, jadi seperti itu dibawa ke polisi, karena sudah termasuk tindak pidana. Kita juga sudah kerja sama dengan polisi untuk mengamankan,\"" kata Ridwan, Kamis (25/10).",ekonomi
"Meski Mitsubishi Indonesia saat ini mengandalkan Xpander di Indonesia, bukan berarti model lainnya akan dilupakan. Hal itu terbukti karena Mitsubishi masih memetik keuntungan dari model lainnya, sebut saja seperti mobil pikap yakni Triton.\nSeperti yang disampaikan Head of Sales and Marketing PT Mitsubishi Motors Krama Yudha Sales Indonesia (MMKSI), Imam Choeru Cahya, di Bangkok, Thailand.\n\""Mitsubishi Triton ini cukup bagus diterima di Indonesia dibuktin dengan market share yang setiap tahunnya terus meningkat dimulai dari 2016-2018,\"" ujar Imam.\nImam pun membeberkan peran Mitsubishi Triton di Indonesia, sekaligus menjadi bukti mobil pikap Jepang ini sangat diterima di Indonesia.\n\""Diawali pada 2016 market share kita mencapai 52,6 persen, 2017 mencapai 59,3 persen, dan tahun 2018 hingga saat ini ( September-Red) mencapai 64,2 persen. Ini menandakan ada penanjakan terus dan ini untuk 4x4 karena kita konsen di 4x4 (Penggerak roda-Red),\"" kata Imam.\nImam juga menjelaskan alasan mengapa Mitsubishi memfokuskan Triton 4x4 dibandingkan Trinton 4x2.\n\""Mitsubishi Triton 4x2 memang kecil (segmen-nya), dan kita memang fokus di 4x4. Kita ada Double Cabin Exceed, GLX, Single Cab dan semua ini 4x4, dan Athlele setiap tahun meningkat,\"" ujar Imam.",iptek
"Ada banyak pengguna motor di Indonesia yang memodifikasi motornya agar nampak kinclong nan mengkilat dengan menggunakan pengecatan krom, baik pada bagian pelek, stang, swing arm, behel, standar, hingga blok mesin jadi bahan yang diolah. \nNamun untuk merawat krom agar awet ternyata cukup mudah Otolovers, yang terpenting adalah ketekunan dan keapikan sang empunya kendaraan. \nSeperti yang diungkapkan Aci, salah satu punggawa Dahsyat Chrome yang bermarkas di Jl. Raya Lenteng Agung, Jagakarsa, Jakarta Selatan. \n\""Musuh utama krom itu air hujan, kalau sudah kena langsung dicuci pakai sampo motor terus dibilas pakai air bersih,\"" ungkap Aci kepada detikOto, Rabu (7/11/2018).\nBicara soal sabun yang digunakan tidak disarankan untuk menggunakan sabun colek karena mengandung soda api yang dapat membuat krom lama kelamaan menjadi kusam. Lebih baik menggunakan sampo motor atau pencuci piring.\nSetelah dicuci, jangan lupa dikeringkan menggunakan kain bertekstur halus. kata Aci, untuk bagian yang sulit dijangkau bisa menggunakan tisu karena \n\""Habis itu dielap pakai kain yang teksturnya halus sampai kering, gitu aja sebenarnya, yang penting orangnya apik, pasti krom awet,\"" ungkap Aci.",iptek
"Peserta seleksi CPNS 2018 sedang melewati tahap tes kompetensi dasar (TKD) secara computer assisted test (CAT) atau tes kompetensi menggunakan komputer. Anehnya, masih ada peserta yang kedapatan bawa jimat dalam pelaksanaan seleksi.\nHal itu terungkap dari postingan Twitter Badan Kepegawaian Negara (BKN) tanggal 4 November lalu. Dalam postingan itu, BKN menyatakan bahwa masih ada peserta yang membawa jimat ke ruang Seleksi Kompetensi Dasar (SKD)\nKasubag Hubungan Media dan Antarlembaga Biro Humas BKN Diah Eka Palupi mengatakan, pihaknya memang menemukan peserta yang membawa benda berbau klenik tersebut. Ada dua lokasi peserta tes yang kedapatan membawa jimat.\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\n\""(Ada di) Jember dan Madiun,\"" katanya kepada detikFinance, Rabu (7/11/2018).\nDia mengatakan, untuk di Madiun, jimat tersebut dibawa oleh peserta dan diletakan di pakaian dalam perempuan.\n\""Yang di Madiun diletakkan di dalam bra,\"" ujarnya.\nDengan jimat tersebut, tentu peserta berharap agar bisa memuluskan langkahnya menjadi CPNS. Mereka percaya benda-benda tersebut bisa membantu mereka untuk lolos tes seleksi.\nPadahal, Kepala Biro Hubungan Masyarakat BKD Mohammad Ridwan sebelumnya pernah mengingatkan agar para peserta tidak membawa telepon seluler (ponsel) hingga jimat. Bahkan, apabila jimat itu mengganggu peserta lain, bisa dilaporkan ke polisi.\n\""Kalau jimat juga aromanya mengganggu, jadi seperti itu dibawa ke polisi, karena sudah termasuk tindak pidana. Kita juga sudah kerja sama dengan polisi untuk mengamankan,\"" kata Ridwan.\nIni bukan kali pertama ada peserta tes CPNS terciduk membawa jimat ke ruangan tes. Pada tes tahun sebelumnya juga ada beberapa peserta yang terpaksa dibawa keluar gara-gara hal yang sama.",ekonomi
"Peserta seleksi CPNS 2018 sedang melewati tahap tes kompetensi dasar (TKD) secara computer assisted test (CAT) atau tes kompetensi menggunakan komputer. Anehnya, masih ada peserta yang kedapatan bawa jimat dalam pelaksanaan seleksi.\nBahkan, Kasubag Hubungan Media dan Antarlembaga Biro Humas BKN Diah Eka Palupi mengatakan ada peserta tes CPNS yang menyembunyikan jimat di dalam pakaian dalam.\n\""Yang di Madiun diletakkan di dalam bra,\"" katanya kepada detikFinance, Rabu (7/11/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\nPostingan Twitter Badan Kepegawaian Negara (BKN) tanggal 4 November lalu juga mengungkap hal tersebut. Diah mengatakan, pihaknya memang menemukan peserta yang membawa benda berbau klenik tersebut. Ada dua lokasi peserta tes yang kedapatan membawa jimat.\n\""(Ada di) Jember dan Madiun,\"" katanya.\nDengan jimat tersebut, peserta berharap agar bisa memuluskan langkahnya menjadi CPNS. Mereka percaya benda-benda tersebut bisa membantu mereka untuk lolos tes seleksi.\nPadahal, Kepala Biro Hubungan Masyarakat BKD Mohammad Ridwan sebelumnya pernah mengingatkan agar para peserta tidak membawa telepon seluler (ponsel) hingga jimat. Bahkan, apabila jimat itu mengganggu peserta lain, bisa dilaporkan ke polisi.\n\""Kalau jimat juga aromanya mengganggu, jadi seperti itu dibawa ke polisi, karena sudah termasuk tindak pidana. Kita juga sudah kerja sama dengan polisi untuk mengamankan,\"" kata Ridwan.\nIni bukan kali pertama ada peserta tes CPNS terciduk membawa jimat ke ruangan tes. Pada tes tahun sebelumnya juga ada beberapa peserta yang terpaksa dibawa keluar gara-gara hal yang sama.",ekonomi
"Menteri ESDM Igansius Jonan dan Bupati Jember Faida (Dok Kemen ESDM)\nMasyarakat Kabupaten Jember menolak adanya pertambangan di Blok Silo, wilayahnya. Bupati Jember Faida bahkan sudah menemui Menteri Energi dan Sumber Daya Mineral (ESDM) Ignasius Jonan untuk menyampaikan keberatannya. Ini respons pihak Kementerian ESDM.\nDirektur Pembinaan Program Mineral dan Batubara, Muhammad Wafid, menyampaikan dalam keterangan tertulis yang diterima detikcom, Sabtu (22/9/2018).\nDisebutkannya, penetapan Silo sebagai daerah pertambangan ada pada lampiran IV Keputusan Menteri ESDM Nomor 1802 K/30/MEM/2018. Kepmen itu terbit karena Pemerintah Provinsi Jawa Timur mengusulkan ke Kementerian ESDM.\n\""Kepmen diterbitkan setelah adanya usulan Pemerintah Provinsi Jawa Timur melalui surat Kepala Dinas ESDM Provinsi Jawa Timur No 545/981/119.2/2016 tertinggal 29 Februari 2016 Perihal Usulan Penetapan WIUP Mineral Logam,\"" kata Wafid.\nNamun, Kepmen ESDM saja tak cukup menjadi landasan beroperasinya pertambangan di Silo. Harus ada pelelangan wilayah usaha pertambangan oleh Pemprov Jatim sebagai landasan menambang di Silo. Harus ada pula Keputusan Gubernur Jatim terkait penetapan perusahaan pemegang Izin Usaha Pertambangan (IUP).\n\""Tanpa adanya proses lelang dan Keputusan Gubernur tersebut maka segala bentuk aktivitas pertambangan di wilayah Silo dapat dikategorikan sebagai pertambangan ilegal,\"" kata Wahid.\nBila Jember tak mau ada aktivitas penambangan di Silo, maka Pemprov Jatim tak perlu mengadakan lelang wilayah usaha pertambangan. Juga, agar penambangan di Silo benar-benar tak dilakukan, pencabutan wilayah Silo dari lampiran IV Kepmen ESDM Nomor 1802 K/30/MEM/2018 dapat dilakukan. Namun pencabutan wilayah Silo dari Kepmen itu perlu didahului oleh usulan dari Pemprov Jatim ke Kementerian ESDM.\n\""Setelah adanya usulan peninjauan kembali oleh Pemerintah Provinsi Jawa Timur sebagai pihak yang mengusulkan penetapan wilayah Silo sebagai Wilayah Usaha Pertambangan,\"" tutur Wafid.\nWafid menjelaskan, Bupati Jember Faidah telah menemui Menteri ESDM Jonan pada Kamis (20/9) kemarin. Faida telah menyiapkan langkah-langkah yang perlu ditempuh untuk menjawab aspirasi masyarakat serta dinamika yang berkembang di tengah masyarakat Kabupaten Jember.",ekonomi
"Pemerintah akan mencabut Rencana Kerja dan Anggaran Biaya (RKAB) perusahaan mineral dan batu bara (minerba) yang tidak menyerahkan data produksi dan penjualan yang menunjang aplikasi Mineral Online Monitoring System (MOMS). Pemerintah memberikan waktu paling lambat Jumat pekan depan.\nDalam peluncuran aplikasi MOMS, Wakil Menteri Energi dan Sumber Daya Mineral (ESDM) Arcandra Tahar sempat meminta pada perwakilan perusahaan yang hadir untuk menyampaikan keberatan atas wacana tersebut.\n\""Siapa yang tidak bersedia memasukkan data terakhir minggu depan, hari Jumat minggu depan? Saya kasih waktu seminggu. Untuk semua comply data yang dibutuhkan MOMS dan e-PNBP tolong tunjuk tangan bagi yang tidak bersedia,\"" katanya saat peluncuran aplikasi MOMS di Kementerian ESDM, Jakarta Pusat, Jumat (2/11/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\nPerwakilan perusahaan yang hadir tidak ada yang keberatan atas wacana tersebut. Arcandra sendiri, beberapa kali melontarkan pertanyaan pada undangan yang hadir.\n\""Kalau tidak ada, silence majority mean agree 100%. Kalau saya dikatakan semua harus masukan, kalau nggak masukan maka RKAB kita cabut,\"" ungkapnya.\nLagi-lagi, para pengusaha yang hadir tidak menunjukkan adanya keberatan. Arcandra pun kemudian meminta Direktur Jenderal Mineral dan Batu Bara (Minerba) Kementerian ESDM Bambang Gatot Ariyono untuk menyerahkan nama perusahaan yang tidak memasukkan data.\n\""Terima kasih yang sudah commit menyelesaikan minggu depan, hari Jumat, commit tolong Pak Sekjen, Pak Dirjen siapkan surat ke Pak Menteri. Kalau tidak selesai tulis nama company maka RKAB akan dicabut,\"" tutupnya.",ekonomi
"Upaya stabilisasi harga terus dilakukan, salah satunya dengan membangun kompleks kios 'Pasar Rakyat Kita' di Palangkaraya, Kalimantan Tengah.",ekonomi
kalimantan Tengah - PLN terus berusaha menerangkan setiap wilayah di Indonesia. Yuks kita lihat perjuangan PLN dalam melistriki pedalaman Kalimatan Tengah.,ekonomi
"Makan daging sapi sudah biasa, begitupun daging ayam. Tapi kalau burung Emu dan Kanguru, bagaimana ya?\ndetikTravel, baru saja pulang jalan-jalan dari Australia. Nah, ada oleh-oleh unik khasnya lho dalam bentuk daging yang sudah dibuat dendeng.\nUmumnya, dendeng ini diberi nama Jerky. Yakni potongan tipis dan kecil yang cocok untuk camilan. Namun, jika biasanya beef (daging sapi), sekarang kru detikTravel membawakan yang berbeda, yakni daging Kanguru dan burung Emu.\nHewan khas Australia ini ternyata bukan hewan langka, jadi diolah juga dagingnya menjadi dendeng. Bukan cuma jadi camilan warga lokal, jerky juga jadi oleh-oleh yang wajib dibeli saat mengunjungi Australia. Bagi traveler yang penasaran bagaimana rasanya, yuk tonton video dari 20detik dan detikTravel:\n(sna/fay)",hiburan
"Kementerian Energi dan Sumber Daya Mineral (ESDM) melalui Direktorat Jenderal Mineral dan Batubara merilis Harga Batubara Acuan (HBA) November 2018 pada harga US$ 97,90 per ton. Ketetapan ini tertuang dalam Keputusan Menteri ESDM Nomor 1994/K/30/MEM/2018 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Bulan November Tahun 2018. \nHBA digunakan sebagai patokan dalam penjualan langsung (spot) selama satu bulan pada titik serah penjualan secara Free on Board di atas kapal pengangkut (FOB Veseel).\nHBA bulan ini melanjutkan tren penurunan sejak tiga bulan terakhir, yaitu Agustus (US$ 107,83/ton), September (US$ 104,81/ton), dan Oktober (US$ 100,89/ton). Namun bila dibandingkan dengan HBA bulan yang sama pada tahun 2017 (year on year) yaitu US$ 94,80/ton, maka HBA November 2018 naik US$ 3,10 per ton atau setara 3,16%.\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\nDemikian dikutip dari keterangan tertulis Kementerian ESDM, Selasa (6/11/2018).\nFaktor penurunan HBA bulan ini dipengaruhi pasar global akibat rendahnya konsumsi batubara di Tiongkok sehingga berdampak pada ketatnya kebijakan impor batubara negara tirai bambu tersebut.\nNilai HBA sendiri diperoleh rata-rata empat indeks harga batubara yang umum digunakan dalam perdagangan batubara dunia, yaitu Indonesia Coal Index (ICI), Newcastle Export Index (NEX), Globalcoal Newcastle Index (GCNC), dan Platt's 5900 pada bulan sebelumnya.\nPenentuan ini disetarakan pada nilai kalori batubara 6.322 kcal per kilogram Gross As Received (GAR), kandungan air (total moisture) 8%, kandungan sulfur 0,8% as received (ar), dan kandungan ash 15% ar.\nSementara itu, mayoritas harga acuan untuk 20 mineral logam (Harga Mineral Acuan/HMA) juga mengalami penurunan di bulan November 2018. Misalnya, untuk harga Nikel turun menjadi USD 12.578,64/dry metric ton (dmt) dari bulan sebelumnya, yaitu 12.803,41/dmt.\n1. Kobalt: USD 59.670,91/dmt, turun dari USD 63.659,09/dmt\n2. Timbal: USD 1.988,07/dmt, turun dari USD 2.040,55/dmt\n3. Seng: USD 2.616/93 dmt, naik dari USD 2.422,42/dmt\n4. Aluminium: USD 2.053,82/dmt, turun dari USD 1.699,33/dmt\n5. Tembaga: USD 6.226,20/dmt, naik dari USD 5.956,98/dmt\n6. Emas sebagai mineral ikutan: USD 1.204,91/ounce, naik dari 1.198,59/ounce\n7. Perak sebagai mineral ikutan: USD 14,49/ounce, naik dari USD 14,43/ounce.\n8. Ingot timah Pb 300: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualan\n9. Ingot timah Pb 200: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualan\n10. Ingot timah Pb 100: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualan\n11. Ingot timah Pb 050: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualan\n12 Ingot timah 4NINE: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualan\n13. Logam emas: sesuai harga logam emas yang dipublikasikan London Bullion Market Association (LBMA) pada hari penjualan\n14. Logam perak: sesuai harga logam perak yang dipublikasikan London Bullion Market Association (LBMA) pada hari penjualan\n15. Mangan: USD 5,98/dmt, naik dari USD 5,94/dmt\n16. Bijih Besi Laterit/Hematit/Magnetit: USD 0,82/dmt, naik dari 0,79/dmt\n17. Bijih Krom: USD 3,68/dmt, naik dari USD 3,41/dmt\n18. Konsentrat Ilmenit: USD 3,56/dmt sama dengan HMA Oktober 2018\n19. Konsentrat Titanium: USD 9,38 /dmt, turun dari 9,48/dmt\nHMA adalah salah satu variabel dalam menentukan Harga Patokan Mineral (HPM) logam berdasarkan formula yang diatur dalam Kepmen ESDM Nomor 2946 K/30/MEM/2017 tentang Formula Untuk Penetapan Harga Patokan Mineral Logam. Variabel penentuan HPM logam lainnya adalah nilai/kadar mineral logam, konstanta, corrective factor, treatment cost, refining charges, dan payable metal.\nBesaran HMA ditetapkan oleh Menteri ESDM setiap bulan dan mengacu pada publikasi harga mineral logam pada index dunia, antara lain oleh London Metal Exchange, London Bullion Market Association, Asian Metal dan Indonesia Commodity and Derivatives Exchange (ICDX).",ekonomi
Wuling siang tadi merilis mobil turunan dari Confero yang dinamakan Formo bermesin 1.200 cc. Mobil disiapkan Wuling sebagai angkutan umum dan barang.,iptek
"Di pameran otomotif roda dua, EICMA 2018, yang digelar di Milan, Italia, Yamaha meluncurkan motor petualang terbaru, Tenere 700. Motor gede (moge) penakluk segala medan ini jauh lebih mudah diakses.\nYamaha Tenere 700 ditenagai mesin CP2 689 cc dua silinder segaris, mirip seperti MT-07. Mesin itu dibungkus sasis yang sama sekali baru. Mesin mengirimkan tenaga ke roda belakang berukuran 18 inci. Motor ini memiliki roda depan berukuran 21 inci.\nYamaha mengklaim motor ini cocok untuk penggunaan di dua alam (aspal maupun offroad). Tangki bahan bakar sebesar 16 liter membuat motor bisa menempuh jarak lebih dari 346 km.\nMotor dibekali sasis baru tubular steel double cradle. Sasis itu didesain hanya untuk Tenere. Yamaha menyebut sasis itu menawarkan fleksibilitas yang cukup untuk jalanan mulus, serta cocok untuk jalur kasar.\nWajah baru yang mencolok didominasi oleh lampu depan LED. Juga terdapat windscreen yang tinggi.\nDi balik windscreen, ada layar LCD di dasbor yang menampilkan informasi berupa kecepatan, rpm, sisa bahan bakar dan daya jangkaunya, trip dan masih banyak lagi. Ada pula dudukan untuk GPS di atasnya.\nYamaha Tenere 700 didukung garpu depan terbalik 43 mm dengan travel 210 mm, dan suspensi belakang preload-adjustable link-type monoshock dengan travel 200 mm. Daya pengereman disokong oleh rem Brembo yang menggigit piringan 282 mm di depan dan 245 mm di belakang. Untuk keamanan, rem sudah diterapkan sistem ABS yang bisa dinonaktifkan untuk offroad.\nYamaha Tenere 700 akan dijual mulai paruh kedua tahun 2019. Sayangnya, motor ini belum dilabeli harga resmi.",iptek
"Kementerian Energi dan Sumber Daya Mineral (ESDM) akan menggratiskan paket data wilayah kerja (WK) migas dalam proses lelang. Langkah ini sebagai upaya meramaikan proses lelang blok migas.\nKepala Pusat Data dan Teknologi Informasi (Pusdatin) Kementerian ESDM, Agus Cahyono Adi menerangkan, pada proses lelang yang saat ini berlaku peserta mesti membayar US$ 5.000 untuk dokumen penawaran (bid document) sebagai syarat ikut lelang. Setelah itu, semua peserta mengeluarkan biaya untuk mengakses data WK migas.\nLanjutnya, biaya yang dikeluarkan untuk paket data ini variatif dengan maksimal biaya US$ 80.000.\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\n\""Untuk skema lelang selanjutnya, setiap peserta yang sudah ikut lelang, ambil bid dokumen, untuk evaluasi kita berikan akses datanya dengan tarifnya 0,\"" kata dia di Kementerian ESDM, Jakarta Pusat, Jumat (2/11/2018).\nDia melanjutkan, dalam skema yang baru, peserta tetap membayar dokumen penawaran sebesar US$ 5.000. Kemudian, hanya pemenang yang dikenakan biaya akses data itu.\n\""Kemudian nanti yang menang, baru diminta sesuai mekanisme yang ada sekarang maksimal US$ 80.000,\"" ujarnya.\n\""Jadi silakan selama masa lelang kita berikan akses selama masa lelang. Kalau jadi pemenang, baru bayar,\"" kata dia.\nDia menerangkan, selama 8 tahun terakhir terdapat 215 kali lelang WK migas. Dari situ, hanya 223 peserta yang mengakses data WK. Jadi, hanya sekitar satu perusahaan yang mengakses data WK.\nDengan posisi tersebut, maka negara tidak dirugikan dengan digratiskannya akses data untuk para peserta lelang WK migas.\n\""Jadi silakan mereka melihat data, yang sudah bayar US$ 5.000. Sehingga yang analisa banyak,\"" tutupnya.",ekonomi
"Kabar Samsung mengembangkan ponsel layar lipat sampai ke telinga sejak beberapa tahun lalu. Kini, vendor asal Korea Selatan itu akhirnya memamerkan hasil inovasinya tersebut.\nDi atas panggung Developer Conference yang berlangsung di Moscone Center, San Francisco, AS, Samsung memperkenalkan Infinity Flex. Ini adalah teknologi layar yang akan digunakan pada ponsel layar lipatnya nanti.\nLayar tersebut menggunakan teknologi Super AMOLED. Ketika dilipat, perangkat akan memperlihatkan konten dalam layar berukuran 4,6 inch. Begitu dibuka akan menjadi sebuah tablet berukuran 7,3 inch.\nDalam kesempatan yang sama, Samsung memperkenalkan antarmuka OneUI yang akan digunakan di ponsel layar lipatnya. One UI disebut-sebut akan optimal untuk perangkat layar lipatnya. \nSalah satu kemampuannya pengguna dimungkinkan menjalankan tiga aplikasi secara simultan. Fitur ini disebut Multi-Active Windows.\nSamsung turut pula memastikan pihaknya siap memproduksi massal layar Infinity Flex ini. Rencananya produksi massal di mulai bulan depan. \nSayangnya Samsung tidak menyebutkan kapan ponsel layar lipat pertamanya akan diumumkan. Bisa jadi di perhelatan CES atau MWC 2019 seperti santer dirumorkan beberapa waktu lalu. Kita tunggu saja kehadirannya.\nSaksikan video 20Detik untuk mengetahui seperti apa ponsel layar lipat Samsung di sini:",iptek
"Sebagai nama baru di dunia ponsel, Pocophone perlu sesuatu untuk menaikkan pamor mereka. Cara yang mereka ambil adalah dengan merilis ponsel dengan spek flagship amun dengan harga murah.\nMaka lahirlah Pocophone F1. Ponsel dengan harga Rp 4 jutaan ini adalah satu-satunya ponsel dengan prosesor Snapdragon 845 dan RAM 6 GB dengan harga semurah itu. \nNamun ponsel memang tak melulu soal prosesor kencang dan RAM besar. Bagaimana performa ponsel ini secara keseluruhan? Berikut ulasan lengkapnya.\nreview\nreview gadget\nhot stuff\npocophone\npocophone f1",iptek
"Semen Indonesia (Persero) Tbk, melalui pabriknya di Indonesia menargetkan penjualan ekspor hingga akhir 2018 sebesar 3 Juta ton, dengan nilai Rp4,44 Trilliun.",ekonomi
"Jakarta detikNews - Ditjen Perkeretaapian Kemenhub terus memperbaiki jalur hingga stasiun kereta api. Seperti di Buaran, pembangunan stasiun dan jalur DDT terus dikebut.",ekonomi
Kalimantan Tengah - Sebuah perusahaan tambang batu bara di Kalimantan Tengah masih beroperasi meski sudah habis masa konsesinya pada 2017 lalu. Kok bisa?,ekonomi
kai\njalur kereta\ndouble double track\nstasiun kereta api,ekonomi
Jakarta detikNews - Ratusan tenaga honorer kategori 2 (K2) Kabupaten Ciamis melakukan aksi cap jempol darah. Mereka menolak tes CPNS umum 2018 yang akan segera digelar pemerintah.,ekonomi
